,date,share_id,total_quantity,close,cum_qty,ffill_close
151,2023-01-14,b4649e1b-0313-4c5c-81e3-1f20f34ed0a8,,,,134.0109
152,2023-01-14,aa5e76ca-130c-410f-827d-346fc860e57c,,,,6.9600
153,2023-01-14,ee259433-1f77-416c-8e1a-68eba0d11da3,,,,71.0000
154,2023-01-14,bded3066-185d-4ce6-8bfb-b7774b6aeb2c,,,,85.1451
155,2023-01-14,7e4e305b-f207-403c-914d-b4beb3f2900b,,,,98.1200
156,2023-01-15,651a9c51-ccc8-4a87-9a67-8846e14df5cd,,,,33.9935
157,2023-01-15,41a5e70d-28d6-4304-bb02-432a146a6a75,,,,76.0200
158,2023-01-15,00fdb08c-91fd-49bd-9759-23efadf6f5d0,,,,13.2822
159,2023-01-15,d0ec9706-fe99-412a-ae53-323fe8537520,,,,11.8909
160,2023-01-15,63f6ce83-2742-4dfd-a6b1-c881d2b35658,,,,69.5750
161,2023-01-15,a0de175b-66b6-40c6-8d55-e6011346c172,,,,34.6737
162,2023-01-15,9c6094ab-e3c7-4c7e-8146-610faf0d29e6,,,,1.0860
163,2023-01-15,b4649e1b-0313-4c5c-81e3-1f20f34ed0a8,,,,134.0109
164,2023-01-15,aa5e76ca-130c-410f-827d-346fc860e57c,,,,6.9600
165,2023-01-15,ee259433-1f77-416c-8e1a-68eba0d11da3,,,,71.0000
166,2023-01-15,bded3066-185d-4ce6-8bfb-b7774b6aeb2c,,,,85.1451
167,2023-01-15,7e4e305b-f207-403c-914d-b4beb3f2900b,,,,98.1200
168,2023-01-16,651a9c51-ccc8-4a87-9a67-8846e14df5cd,0.0,34.0647,0.0,34.0647
169,2023-01-16,41a5e70d-28d6-4304-bb02-432a146a6a75,0.0,75.4400,0.0,75.4400
170,2023-01-16,00fdb08c-91fd-49bd-9759-23efadf6f5d0,0.0,13.3554,0.0,13.3554
171,2023-01-16,d0ec9706-fe99-412a-ae53-323fe8537520,0.0,11.7554,0.0,11.7554
172,2023-01-16,63f6ce83-2742-4dfd-a6b1-c881d2b35658,0.0,70.0300,0.0,70.0300
173,2023-01-16,a0de175b-66b6-40c6-8d55-e6011346c172,0.0,35.1363,0.0,35.1363
174,2023-01-16,9c6094ab-e3c7-4c7e-8146-610faf0d29e6,0.0,1.0825,0.0,1.0825
175,2023-01-16,b4649e1b-0313-4c5c-81e3-1f20f34ed0a8,,,,134.0109
176,2023-01-16,aa5e76ca-130c-410f-827d-346fc860e57c,,,,6.9600
177,2023-01-16,ee259433-1f77-416c-8e1a-68eba0d11da3,,,,71.0000
178,2023-01-16,bded3066-185d-4ce6-8bfb-b7774b6aeb2c,,,,85.1451
179,2023-01-16,7e4e305b-f207-403c-914d-b4beb3f2900b,,,,98.1200
180,2023-01-17,651a9c51-ccc8-4a87-9a67-8846e14df5cd,0.0,33.9935,0.0,33.9935
181,2023-01-17,41a5e70d-28d6-4304-bb02-432a146a6a75,0.0,79.8000,0.0,79.8000
182,2023-01-17,00fdb08c-91fd-49bd-9759-23efadf6f5d0,0.0,13.2730,0.0,13.2730
183,2023-01-17,d0ec9706-fe99-412a-ae53-323fe8537520,0.0,11.7234,0.0,11.7234
184,2023-01-17,63f6ce83-2742-4dfd-a6b1-c881d2b35658,0.0,70.1340,0.0,70.1340
185,2023-01-17,a0de175b-66b6-40c6-8d55-e6011346c172,0.0,35.9237,0.0,35.9237
186,2023-01-17,9c6094ab-e3c7-4c7e-8146-610faf0d29e6,0.0,1.0830,0.0,1.0830
187,2023-01-17,b4649e1b-0313-4c5c-81e3-1f20f34ed0a8,0.0,135.1844,0.0,135.1844
188,2023-01-17,aa5e76ca-130c-410f-827d-346fc860e57c,0.0,7.0700,0.0,7.0700
189,2023-01-17,ee259433-1f77-416c-8e1a-68eba0d11da3,0.0,71.5900,0.0,71.5900
190,2023-01-17,bded3066-185d-4ce6-8bfb-b7774b6aeb2c,0.0,87.2933,0.0,87.2933
191,2023-01-17,7e4e305b-f207-403c-914d-b4beb3f2900b,0.0,96.0500,0.0,96.0500
192,2023-01-18,651a9c51-ccc8-4a87-9a67-8846e14df5cd,0.0,33.8131,0.0,33.8131
193,2023-01-18,41a5e70d-28d6-4304-bb02-432a146a6a75,0.0,84.2200,0.0,84.2200
194,2023-01-18,00fdb08c-91fd-49bd-9759-23efadf6f5d0,0.0,13.3188,0.0,13.3188
195,2023-01-18,d0ec9706-fe99-412a-ae53-323fe8537520,0.0,11.5389,0.0,11.5389
196,2023-01-18,63f6ce83-2742-4dfd-a6b1-c881d2b35658,0.0,69.4250,0.0,69.4250
197,2023-01-18,a0de175b-66b6-40c6-8d55-e6011346c172,0.0,36.2288,0.0,36.2288
198,2023-01-18,9c6094ab-e3c7-4c7e-8146-610faf0d29e6,0.0,1.0793,0.0,1.0793
199,2023-01-18,b4649e1b-0313-4c5c-81e3-1f20f34ed0a8,0.0,134.4585,0.0,134.4585
200,2023-01-18,aa5e76ca-130c-410f-827d-346fc860e57c,0.0,6.9000,0.0,6.9000
201,2023-01-18,ee259433-1f77-416c-8e1a-68eba0d11da3,0.0,70.5300,0.0,70.5300
202,2023-01-18,bded3066-185d-4ce6-8bfb-b7774b6aeb2c,0.0,87.7642,0.0,87.7642
203,2023-01-18,7e4e305b-f207-403c-914d-b4beb3f2900b,0.0,95.4600,0.0,95.4600
204,2023-01-19,651a9c51-ccc8-4a87-9a67-8846e14df5cd,0.0,33.5519,0.0,33.5519
205,2023-01-19,41a5e70d-28d6-4304-bb02-432a146a6a75,0.0,81.6600,0.0,81.6600
206,2023-01-19,00fdb08c-91fd-49bd-9759-23efadf6f5d0,0.0,13.0762,0.0,13.0762
207,2023-01-19,d0ec9706-fe99-412a-ae53-323fe8537520,0.0,11.4486,0.0,11.4486
208,2023-01-19,63f6ce83-2742-4dfd-a6b1-c881d2b35658,0.0,68.2780,0.0,68.2780
209,2023-01-19,a0de175b-66b6-40c6-8d55-e6011346c172,0.0,35.6875,0.0,35.6875
210,2023-01-19,9c6094ab-e3c7-4c7e-8146-610faf0d29e6,0.0,1.0798,0.0,1.0798
211,2023-01-19,b4649e1b-0313-4c5c-81e3-1f20f34ed0a8,0.0,134.5181,0.0,134.5181
212,2023-01-19,aa5e76ca-130c-410f-827d-346fc860e57c,0.0,6.7300,0.0,6.7300
213,2023-01-19,ee259433-1f77-416c-8e1a-68eba0d11da3,0.0,67.7100,0.0,67.7100
214,2023-01-19,bded3066-185d-4ce6-8bfb-b7774b6aeb2c,0.0,86.7146,0.0,86.7146
215,2023-01-19,7e4e305b-f207-403c-914d-b4beb3f2900b,0.0,93.6800,0.0,93.6800
216,2023-01-20,651a9c51-ccc8-4a87-9a67-8846e14df5cd,0.0,33.6374,0.0,33.6374
217,2023-01-20,41a5e70d-28d6-4304-bb02-432a146a6a75,0.0,82.2800,0.0,82.2800
218,2023-01-20,00fdb08c-91fd-49bd-9759-23efadf6f5d0,0.0,13.3280,0.0,13.3280
219,2023-01-20,d0ec9706-fe99-412a-ae53-323fe8537520,0.0,11.5822,0.0,11.5822
220,2023-01-20,63f6ce83-2742-4dfd-a6b1-c881d2b35658,0.0,68.8500,0.0,68.8500
221,2023-01-20,a0de175b-66b6-40c6-8d55-e6011346c172,0.0,36.3961,0.0,36.3961
222,2023-01-20,9c6094ab-e3c7-4c7e-8146-610faf0d29e6,0.0,1.0834,0.0,1.0834
223,2023-01-20,b4649e1b-0313-4c5c-81e3-1f20f34ed0a8,0.0,137.1037,0.0,137.1037
224,2023-01-20,aa5e76ca-130c-410f-827d-346fc860e57c,0.0,7.0200,0.0,7.0200
225,2023-01-20,ee259433-1f77-416c-8e1a-68eba0d11da3,0.0,70.0700,0.0,70.0700
226,2023-01-20,bded3066-185d-4ce6-8bfb-b7774b6aeb2c,0.0,89.2944,0.0,89.2944
227,2023-01-20,7e4e305b-f207-403c-914d-b4beb3f2900b,0.0,97.2500,0.0,97.2500
228,2023-01-21,651a9c51-ccc8-4a87-9a67-8846e14df5cd,,,,33.6374
229,2023-01-21,41a5e70d-28d6-4304-bb02-432a146a6a75,,,,82.2800
230,2023-01-21,00fdb08c-91fd-49bd-9759-23efadf6f5d0,,,,13.3280
231,2023-01-21,d0ec9706-fe99-412a-ae53-323fe8537520,,,,11.5822
232,2023-01-21,63f6ce83-2742-4dfd-a6b1-c881d2b35658,,,,68.8500
233,2023-01-21,a0de175b-66b6-40c6-8d55-e6011346c172,,,,36.3961
234,2023-01-21,9c6094ab-e3c7-4c7e-8146-610faf0d29e6,,,,1.0834
235,2023-01-21,b4649e1b-0313-4c5c-81e3-1f20f34ed0a8,,,,137.1037
236,2023-01-21,aa5e76ca-130c-410f-827d-346fc860e57c,,,,7.0200
237,2023-01-21,ee259433-1f77-416c-8e1a-68eba0d11da3,,,,70.0700
238,2023-01-21,bded3066-185d-4ce6-8bfb-b7774b6aeb2c,,,,89.2944
239,2023-01-21,7e4e305b-f207-403c-914d-b4beb3f2900b,,,,97.2500
240,2023-01-22,651a9c51-ccc8-4a87-9a67-8846e14df5cd,,,,33.6374
241,2023-01-22,41a5e70d-28d6-4304-bb02-432a146a6a75,,,,82.2800
242,2023-01-22,00fdb08c-91fd-49bd-9759-23efadf6f5d0,,,,13.3280
243,2023-01-22,d0ec9706-fe99-412a-ae53-323fe8537520,,,,11.5822
244,2023-01-22,63f6ce83-2742-4dfd-a6b1-c881d2b35658,,,,68.8500
245,2023-01-22,a0de175b-66b6-40c6-8d55-e6011346c172,,,,36.3961
246,2023-01-22,9c6094ab-e3c7-4c7e-8146-610faf0d29e6,,,,1.0834
247,2023-01-22,b4649e1b-0313-4c5c-81e3-1f20f34ed0a8,,,,137.1037
248,2023-01-22,aa5e76ca-130c-410f-827d-346fc860e57c,,,,7.0200
249,2023-01-22,ee259433-1f77-416c-8e1a-68eba0d11da3,,,,70.0700
250,2023-01-22,bded3066-185d-4ce6-8bfb-b7774b6aeb2c,,,,89.2944
251,2023-01-22,7e4e305b-f207-403c-914d-b4beb3f2900b,,,,97.2500
252,2023-01-23,651a9c51-ccc8-4a87-9a67-8846e14df5cd,0.0,33.8985,0.0,33.8985
253,2023-01-23,41a5e70d-28d6-4304-bb02-432a146a6a75,0.0,82.9800,0.0,82.9800
254,2023-01-23,00fdb08c-91fd-49bd-9759-23efadf6f5d0,0.0,13.4058,0.0,13.4058
255,2023-01-23,d0ec9706-fe99-412a-ae53-323fe8537520,0.0,11.8645,0.0,11.8645
256,2023-01-23,63f6ce83-2742-4dfd-a6b1-c881d2b35658,0.0,70.1820,0.0,70.1820
257,2023-01-23,a0de175b-66b6-40c6-8d55-e6011346c172,0.0,36.5831,0.0,36.5831
258,2023-01-23,9c6094ab-e3c7-4c7e-8146-610faf0d29e6,0.0,1.0865,0.0,1.0865
259,2023-01-23,b4649e1b-0313-4c5c-81e3-1f20f34ed0a8,0.0,140.3257,0.0,140.3257
260,2023-01-23,aa5e76ca-130c-410f-827d-346fc860e57c,0.0,7.3800,0.0,7.3800
261,2023-01-23,ee259433-1f77-416c-8e1a-68eba0d11da3,0.0,76.5300,0.0,76.5300
262,2023-01-23,bded3066-185d-4ce6-8bfb-b7774b6aeb2c,0.0,93.8361,0.0,93.8361
263,2023-01-23,7e4e305b-f207-403c-914d-b4beb3f2900b,0.0,97.5200,0.0,97.5200
264,2023-01-24,651a9c51-ccc8-4a87-9a67-8846e14df5cd,0.0,33.8226,0.0,33.8226
265,2023-01-24,41a5e70d-28d6-4304-bb02-432a146a6a75,0.0,85.5000,0.0,85.5000
266,2023-01-24,00fdb08c-91fd-49bd-9759-23efadf6f5d0,0.0,13.5385,0.0,13.5385
267,2023-01-24,d0ec9706-fe99-412a-ae53-323fe8537520,0.0,12.0452,0.0,12.0452
268,2023-01-24,63f6ce83-2742-4dfd-a6b1-c881d2b35658,0.0,69.9570,0.0,69.9570
269,2023-01-24,a0de175b-66b6-40c6-8d55-e6011346c172,0.0,37.0457,0.0,37.0457
270,2023-01-24,9c6094ab-e3c7-4c7e-8146-610faf0d29e6,0.0,1.0874,0.0,1.0874
271,2023-01-24,b4649e1b-0313-4c5c-81e3-1f20f34ed0a8,0.0,141.7378,0.0,141.7378
